x,temperature{thickness:5;stroke:yellow}
-121825,0.72
-121770,0.71
-121715,0.44
-121658,0.16
-121602,0.25
-121545,0.34
-121489,0.27
-121432,0.22
-121377,0.63
-121322,1.02
-121268,0.54
-121211,0.05
-121154,-0.24
-121095,-0.51
-121036,-0.41
-120977,-0.32
-120919,-0.09
-120861,-0.3
-120801,-0.75
-120742,-0.39
-120684,-0.05
-120627,0.18
-120571,0.39
-120515,0.27
-120458,0.13
-120402,0.13
-120345,0.32
-120290,0.5
-120234,0.41
-120178,0.32
-120122,-0.01
-120064,-0.37
-120006,0.11
-119951,0.59
-119896,0.58
-119840,0.28
-119784,-0.03
-119727,-0.03
-119669,-0.32
-119610,-0.6
-119551,-0.6
-119492,-0.62
-119432,-0.64
-119373,-0.65
-119314,-0.32
-119256,0
-119199,-0.47
-119139,-0.92
-119079,-0.93
-119018,-0.75
-118959,-0.58
-118900,-0.59
-118841,-0.49
-118783,-0.24
-118726,-0.1
-118669,0.02
-118612,0.13
-118555,-0.14
-118498,-0.41
-118439,-0.63
-118379,-0.86
-118319,-0.86
-118259,-0.87
-118199,-1.09
-118138,-1.29
-118076,-1.08
-118016,-0.86
-117955,-1.16
-117894,-1.47
-117831,-1.47
-117770,-1.07
-117710,-0.68
-117650,-1
-117589,-1.31
-117528,-1.09
-117467,-1.07
-117406,-1.27
-117345,-1.33
-117283,-1.4
-117221,-1.4
-117160,-0.95
-117101,-0.51
-117042,-0.84
-116981,-1.16
-116921,-1.16
-116859,-1.47
-116796,-1.77
-116735,-1.04
-116676,-0.31
-116618,-0.57
-116559,-0.8
-116499,-1.12
-116438,-1.45
-116376,-1.46
-116314,-1.19
-116254,-0.93
-116194,-0.93
-116135,-0.94
-116074,-1.31
-116012,-1.66
-115949,-1.78
-115886,-1.88
-115822,-1.85
-115759,-1.67
-115697,-1.54
-115635,-1.26
-115575,-0.98
-115514,-1.5
-115451,-2
-115388,-1.67
-115326,-1.36
-115264,-1.59
-115202,-1.83
-115139,-1.63
-115077,-1.44
-115016,-1.44
-114954,-1.62
-114891,-1.83
-114827,-2.11
-114762,-2.41
-114697,-2.53
-114630,-2.67
-114563,-2.67
-114497,-2.67
-114430,-2.71
-114363,-2.76
-114296,-2.83
-114228,-2.88
-114161,-2.86
-114093,-2.97
-114025,-3.08
-113956,-3.34
-113886,-3.57
-113816,-3.11
-113749,-2.64
-113683,-2.56
-113617,-2.47
-113551,-2.47
-113486,-2.47
-113420,-2.47
-113355,-2.47
-113289,-2.48
-113222,-3.41
-113150,-4.32
-113077,-3.89
-113006,-3.45
-112935,-3.75
-112863,-4.06
-112790,-4.33
-112715,-4.6
-112639,-4.78
-112562,-4.95
-112486,-4.59
-112411,-4.24
-112338,-4.31
-112264,-4.39
-112189,-4.36
-112115,-4.33
-112041,-4.45
-111966,-4.57
-111891,-4.57
-111815,-5.1
-111736,-5.62
-111656,-5.27
-111578,-4.94
-111501,-4.89
-111425,-4.85
-111348,-4.86
-111272,-4.98
-111195,-4.98
-111116,-5.4
-111036,-5.8
-110954,-5.93
-110872,-6.06
-110790,-5.86
-110708,-5.67
-110628,-5.7
-110547,-5.82
-110465,-5.93
-110383,-5.94
-110301,-5.94
-110219,-5.94
-110137,-5.94
-110055,-5.94
-109973,-6.16
-109889,-6.37
-109805,-6.37
-109721,-6.02
-109640,-5.68
-109560,-5.68
-109480,-5.68
-109399,-5.68
-109319,-5.68
-109239,-5.68
-109159,-5.68
-109078,-5.88
-108996,-6.08
-108913,-6.25
-108829,-6.42
-108746,-6
-108666,-5.57
-108586,-5.57
-108507,-5.57
-108427,-5.57
-108348,-5.58
-108269,-5.58
-108189,-5.58
-108110,-5.58
-108031,-5.53
-107952,-5.47
-107872,-5.88
-107790,-6.3
-107707,-6.2
-107625,-6.09
-107543,-6.09
-107461,-6.09
-107378,-6.44
-107292,-6.81
-107206,-6.81
-107121,-6.53
-107037,-6.27
-106954,-6.27
-106872,-6.28
-106789,-6.28
-106706,-6.28
-106622,-6.43
-106538,-6.57
-106454,-6.64
-106369,-6.71
-106283,-6.71
-106198,-6.83
-106111,-6.95
-106025,-6.95
-105938,-6.9
-105852,-6.85
-105767,-6.67
-105683,-6.48
-105599,-6.48
-105515,-6.48
-105431,-6.48
-105349,-5.92
-105270,-5.36
-105194,-4.88
-105121,-4.4
-105048,-4.4
-104976,-4.4
-104902,-4.73
-104828,-5.07
-104752,-4.84
-104678,-4.6
-104606,-4.32
-104535,-4.04
-104463,-4.26
-104391,-4.48
-104319,-4.25
-104248,-4.02
-104179,-3.37
-104114,-2.71
-104048,-3.21
-103980,-3.71
-103911,-3.82
-103842,-3.92
-103772,-3.93
-103702,-3.93
-103631,-4.33
-103559,-4.71
-103485,-4.51
-103413,-4.29
-103342,-4.2
-103271,-4.1
-103200,-4.28
-103128,-4.48
-103055,-4.66
-102982,-4.85
-102908,-4.52
-102837,-4.17
-102766,-4.17
-102695,-4.25
-102623,-4.33
-102552,-4.33
-102480,-4.32
-102409,-4.37
-102337,-4.4
-102266,-4.22
-102195,-4.05
-102125,-4.11
-102054,-4.16
-101984,-4.24
-101912,-4.3
-101841,-4.45
-101769,-4.5
-101697,-4.41
-101625,-4.41
-101553,-4.46
-101481,-4.52
-101410,-4.04
-101341,-3.55
-101273,-3.67
-101205,-3.78
-101137,-3.19
-101073,-2.61
-101008,-3.09
-100942,-3.55
-100876,-2.93
-100812,-2.33
-100749,-2.82
-100684,-3.32
-100618,-3.08
-100553,-2.85
-100489,-2.48
-100427,-2.11
-100366,-2.26
-100304,-2.42
-100241,-2.63
-100177,-2.86
-100114,-2.42
-100052,-1.97
-99991,-2.1
-99930,-2.23
-99868,-2.36
-99806,-2.49
-99743,-2.37
-99681,-2.27
-99618,-2.81
-99554,-2.96
-99490,-2.58
-99427,-2.67
-99363,-2.77
-99299,-2.99
-99234,-3.18
-99168,-3.18
-99102,-3.29
-99036,-3.41
-98969,-3.52
-98902,-3.64
-98835,-3.42
-98768,-3.53
-98700,-3.61
-98633,-3.68
-98565,-3.68
-98498,-3.39
-98432,-3.11
-98367,-3.11
-98301,-3.59
-98232,-4.08
-98163,-3.83
-98095,-3.65
-98028,-3.45
-97961,-3.49
-97894,-3.49
-97828,-3.49
-97760,-3.89
-97691,-4.08
-97622,-3.92
-97553,-3.95
-97484,-4.01
-97414,-4.03
-97345,-4.07
-97275,-4.12
-97205,-4.35
-97134,-4.58
-97063,-4.17
-96994,-3.8
-96925,-4
-96855,-4.56
-96783,-4.39
-96712,-4.75
-96640,-4.12
-96572,-3.51
-96505,-3.51
-96439,-3.5
-96371,-3.93
-96300,-4.84
-96228,-4.51
-96157,-4.38
-96085,-4.87
-96010,-5.38
-95936,-4.82
-95864,-4.24
-95794,-4.1
-95727,-3.36
-95659,-4.12
-95588,-4.88
-95514,-4.98
-95439,-5.46
-95365,-4.57
-95294,-4.35
-95222,-4.9
-95148,-5.24
-95075,-4.42
-95004,-4.51
-94933,-4.51
-94861,-4.51
-94791,-4.2
-94722,-3.88
-94652,-4.35
-94582,-4.28
-94511,-4.35
-94441,-4.23
-94372,-3.87
-94304,-3.8
-94237,-3.5
-94170,-3.5
-94103,-3.95
-94033,-4.3
-93964,-4
-93895,-3.7
-93828,-3.7
-93761,-3.7
-93693,-3.85
-93624,-4
-93556,-4
-93487,-4
-93418,-3.89
-93351,-3.39
-93284,-3.64
-93214,-4.9
-93141,-4.77
-93070,-4.39
-93000,-3.96
-92932,-3.8
-92864,-3.87
-92795,-4.05
-92725,-4.45
-92655,-4.35
-92585,-4.15
-92517,-3.51
-92450,-3.66
-92382,-4.12
-92311,-4.84
-92238,-4.97
-92164,-4.97
-92093,-3.88
-92026,-3.25
-91961,-3.45
-91895,-3.27
-91829,-3.45
-91761,-4.27
-91690,-4.68
-91615,-5.61
-91540,-4.92
-91468,-4.44
-91397,-4.69
-91325,-4.48
-91254,-4.7
-91180,-5.15
-91107,-4.62
-91037,-4.14
-90967,-4.06
-90897,-4.46
-90827,-4.28
-90759,-3.32
-90690,-4.58
-90617,-5.45
-90542,-4.77
-90470,-4.94
-90398,-4.12
-90329,-3.99
-90259,-4.54
-90187,-4.71
-90114,-5.1
-90040,-4.83
-89968,-4.59
-89896,-4.85
-89823,-4.61
-89753,-3.85
-89685,-4.12
-89615,-4.05
-89547,-3.61
-89480,-3.53
-89411,-4.73
-89336,-5.81
-89258,-5.72
-89182,-5.21
-89107,-5.19
-89033,-4.99
-88959,-5.02
-88885,-4.79
-88812,-5
-88740,-4.16
-88668,-5.11
-88594,-5.18
-88517,-5.77
-88440,-5.73
-88362,-5.58
-88286,-5.34
-88209,-5.94
-88128,-6.68
-88048,-5.61
-87973,-4.69
-87900,-5.06
-87825,-5.41
-87748,-5.42
-87672,-5.43
-87597,-5.1
-87523,-4.69
-87450,-5.23
-87373,-5.76
-87296,-5.34
-87221,-4.91
-87148,-4.65
-87077,-4.11
-87008,-4.1
-86938,-4.09
-86866,-4.86
-86793,-4.93
-86719,-5.07
-86644,-5.03
-86570,-5.07
-86495,-5.1
-86420,-5.11
-86345,-5.12
-86271,-5.12
-86196,-5.13
-86122,-4.79
-86049,-4.43
-85978,-4.43
-85907,-4.21
-85837,-4.13
-85766,-4.28
-85695,-4.55
-85624,-3.8
-85554,-4.35
-85482,-4.83
-85410,-4.15
-85342,-3.46
-85274,-3.86
-85203,-4.39
-85132,-4.49
-85060,-4.4
-84989,-4.17
-84919,-4.12
-84848,-4.14
-84777,-4.35
-84707,-3.99
-84635,-4.87
-84562,-4.34
-84492,-3.91
-84423,-3.78
-84355,-3.64
-84286,-3.76
-84218,-3.63
-84150,-3.38
-84083,-3.38
-84016,-3.38
-83949,-3.51
-83881,-3.53
-83814,-3.42
-83746,-3.53
-83680,-3
-83615,-2.71
-83551,-2.34
-83489,-2.47
-83425,-2.64
-83361,-2.69
-83296,-3.23
-83229,-3.12
-83164,-2.92
-83100,-2.48
-83036,-2.64
-82971,-2.92
-82905,-3.29
-82838,-3.49
-82770,-3.43
-82703,-3.03
-82638,-2.65
-82576,-1.64
-82515,-2.53
-82448,-3.76
-82378,-4.01
-82308,-3.92
-82238,-3.91
-82168,-3.91
-82097,-4.27
-82025,-4.64
-81952,-4.32
-81881,-3.54
-81814,-3.2
-81747,-3.23
-81679,-3.71
-81608,-4.39
-81538,-3.27
-81470,-3.62
-81401,-3.7
-81331,-3.94
-81261,-3.94
-81190,-3.92
-81121,-3.46
-81055,-2.58
-80990,-2.98
-80925,-2.42
-80860,-3.1
-80792,-3.78
-80721,-4.27
-80647,-4.75
-80573,-4.53
-80500,-4.31
-80427,-4.59
-80352,-4.85
-80280,-3.65
-80213,-2.54
-80148,-3.01
-80080,-3.56
-80012,-3.48
-79942,-3.83
-79872,-3.73
-79802,-3.74
-79732,-3.81
-79662,-3.79
-79592,-3.79
-79523,-3.33
-79453,-3.89
-79381,-4.45
-79309,-3.87
-79240,-3.29
-79170,-4.04
-79096,-5.2
-79019,-4.93
-78943,-4.67
-78869,-4.5
-78794,-4.75
-78719,-4.75
-78645,-4.4
-78572,-4.25
-78498,-4.45
-78422,-5.41
-78341,-6.39
-78257,-6.11
-78173,-6.38
-78093,-4.87
-78020,-3.66
-77947,-4.95
-77870,-5.41
-77791,-5.28
-77714,-4.93
-77636,-5.23
-77557,-5.5
-77478,-5.43
-77402,-4.33
-77327,-4.76
-77251,-5
-77174,-4.8
-77098,-4.8
-77020,-5.91
-76937,-6.24
-76854,-5.87
-76772,-5.78
-76690,-6.06
-76606,-6.32
-76522,-6.12
-76437,-6.79
-76353,-5.71
-76277,-3.82
-76200,-6.06
-76113,-7.28
-76025,-6.62
-75938,-6.52
-75853,-6.45
-75769,-5.81
-75687,-5.76
-75606,-5.81
-75521,-6.59
-75433,-7.14
-75345,-6.71
-75259,-6.33
-75175,-5.9
-75094,-5.42
-75014,-5.47
-74933,-5.5
-74854,-5.09
-74777,-4.67
-74700,-4.92
-74622,-5.22
-74543,-5.16
-74465,-5.08
-74388,-4.8
-74313,-4.05
-74239,-4.37
-74162,-5.23
-74084,-4.83
-74007,-5
-73928,-5.41
-73850,-4.35
-73776,-4.39
-73701,-4.53
-73625,-4.66
-73547,-5.13
-73468,-5.41
-73388,-5.32
-73308,-5.12
-73229,-5.42
-73147,-5.72
-73066,-5.41
-72985,-5.61
-72903,-5.68
-72821,-5.85
-72738,-5.87
-72651,-6.92
-72565,-6.03
-72484,-4.74
-72405,-5.62
-72322,-5.91
-72238,-6.31
-72150,-7.17
-72060,-6.56
-71973,-6.45
-71885,-6.85
-71795,-7.12
-71706,-6.61
-71620,-6.1
-71533,-6.96
-71440,-7.81
-71347,-7.1
-71258,-6.44
-71172,-6.31
-71087,-6
-71003,-5.77
-70922,-5.29
-70840,-5.97
-70753,-6.64
-70666,-6.39
-70578,-6.89
-70489,-6.53
-70403,-6.28
-70318,-5.82
-70235,-5.81
-70152,-5.69
-70070,-5.38
-69989,-5.55
-69905,-6.13
-69822,-5.36
-69743,-4.81
-69664,-5.2
-69584,-5.3
-69506,-4.6
-69427,-5.15
-69347,-5.44
-69264,-5.99
-69180,-5.93
-69096,-5.75
-69013,-5.7
-68931,-5.66
-68848,-5.66
-68766,-5.67
-68683,-5.67
-68600,-5.67
-68515,-6.52
-68425,-7.26
-68334,-7.08
-68243,-7.05
-68149,-7.72
-68054,-7.84
-67959,-7.31
-67869,-6.75
-67780,-6.55
-67691,-6.97
-67599,-7.33
-67506,-7.54
-67413,-6.92
-67324,-6.69
-67238,-5.75
-67155,-5.62
-67071,-6.12
-66987,-5.81
-66902,-6.36
-66811,-7.59
-66715,-8.2
-66617,-7.94
-66520,-8.01
-66424,-7.45
-66330,-7.65
-66233,-8.27
-66136,-7.8
-66041,-7.55
-65945,-7.89
-65848,-8.04
-65750,-8.15
-65653,-7.86
-65557,-7.71
-65462,-7.8
-65367,-7.52
-65272,-7.63
-65178,-7.47
-65085,-7.22
-64992,-7.44
-64898,-7.73
-64803,-7.54
-64708,-7.76
-64613,-7.73
-64520,-7.07
-64429,-6.88
-64338,-7.33
-64243,-8.06
-64144,-8.31
-64045,-8.21
-63949,-7.4
-63855,-7.75
-63756,-8.85
-63655,-8.15
-63559,-7.71
-63464,-7.49
-63371,-7.25
-63278,-7.76
-63182,-7.95
-63085,-7.98
-62987,-8.17
-62890,-7.92
-62793,-7.97
-62698,-7.49
-62605,-7.43
-62510,-7.91
-62416,-7.4
-62322,-7.55
-62228,-7.7
-62134,-7.27
-62043,-6.94
-61954,-6.79
-61865,-6.82
-61776,-6.83
-61688,-6.41
-61600,-6.66
-61512,-6.84
-61424,-6.26
-61338,-6.43
-61249,-7.11
-61157,-7.51
-61064,-7.51
-60970,-7.51
-60877,-7.51
-60783,-7.54
-60689,-7.67
-60594,-8.02
-60497,-8.09
-60401,-7.64
-60307,-7.72
-60213,-7.44
-60121,-7.05
-60031,-7.1
-59941,-7
-59852,-6.6
-59765,-6.5
-59677,-6.86
-59586,-7.26
-59496,-7
-59406,-6.86
-59317,-6.88
-59229,-6.53
-59141,-6.81
-59052,-6.98
-58961,-7.48
-58869,-7.31
-58779,-6.61
-58692,-6.58
-58605,-6.53
-58519,-6.28
-58433,-6.3
-58348,-6.45
-58262,-6.2
-58177,-6.11
-58093,-6.15
-58007,-6.53
-57921,-6.49
-57836,-5.81
-57755,-5.53
-57674,-5.53
-57593,-5.53
-57511,-5.86
-57428,-6.03
-57345,-5.85
-57262,-5.86
-57178,-6.31
-57093,-6.41
-57008,-6.04
-56925,-5.85
-56842,-5.93
-56759,-6.06
-56676,-5.86
-56594,-5.66
-56514,-5.21
-56436,-4.93
-56360,-4.22
-56286,-4.27
-56211,-4.96
-56133,-4.9
-56057,-4.62
-55981,-4.65
-55905,-4.98
-55828,-4.65
-55750,-5.51
-55669,-5.78
-55590,-4.86
-55513,-4.85
-55436,-4.85
-55362,-4.05
-55289,-4.01
-55215,-4.73
-55139,-4.54
-55065,-4.18
-54993,-3.68
-54922,-3.71
-54850,-4.47
-54774,-4.88
-54698,-4.42
-54624,-4.35
-54548,-5.1
-54471,-5.09
-54394,-4.76
-54317,-5.11
-54239,-4.92
-54163,-4.71
-54087,-4.95
-54009,-5.09
-53933,-4.8
-53855,-5.23
-53775,-5.81
-53694,-5.54
-53615,-5.43
-53536,-5.21
-53457,-5.42
-53377,-5.65
-53297,-5.34
-53218,-5.58
-53136,-6.16
-53052,-6.31
-52967,-6.71
-52881,-6.36
-52797,-6.29
-52713,-6.35
-52629,-6.17
-52544,-6.8
-52457,-6.53
-52372,-6.4
-52286,-6.96
-52198,-7.06
-52111,-6.6
-52026,-6.14
-51942,-6.49
-51858,-6.22
-51775,-6.04
-51692,-6.55
-51606,-6.65
-51520,-6.65
-51436,-6.05
-51355,-5.55
-51275,-5.65
-51193,-6.36
-51107,-7.07
-51019,-7.18
-50931,-6.93
-50846,-6.1
-50763,-6.15
-50679,-6.71
-50594,-6.23
-50511,-6.13
-50430,-5.6
-50352,-5.03
-50275,-5.55
-50195,-5.84
-50114,-5.81
-50034,-5.56
-49955,-5.56
-49874,-6.02
-49794,-5.59
-49715,-5.47
-49633,-6.43
-49549,-6.6
-49465,-6.21
-49384,-5.6
-49306,-5.38
-49230,-4.34
-49159,-3.77
-49086,-4.91
-49009,-5.74
-48928,-5.89
-48847,-6.07
-48766,-5.72
-48688,-5.19
-48610,-5.57
-48531,-5.65
-48452,-5.54
-48374,-5.54
-48295,-5.37
-48217,-5.7
-48138,-5.45
-48061,-5.03
-47985,-5.18
-47907,-5.6
-47828,-5.58
-47750,-5.3
-47672,-5.78
-47591,-6.07
-47510,-5.97
-47430,-5.89
-47350,-5.51
-47272,-5.51
-47193,-5.89
-47113,-5.77
-47034,-5.76
-46953,-6.24
-46870,-6.39
-46787,-6.48
-46704,-6.36
-46622,-6.26
-46541,-5.83
-46461,-5.8
-46381,-6.05
-46300,-6.02
-46218,-6.49
-46134,-6.65
-46050,-6.46
-45966,-6.85
-45881,-6.74
-45798,-6.28
-45716,-6.36
-45631,-6.99
-45546,-6.78
-45462,-6.55
-45378,-6.73
-45295,-6.17
-45214,-5.92
-45133,-6.29
-45050,-6.67
-44966,-6.92
-44881,-6.71
-44797,-6.48
-44713,-6.91
-44628,-6.9
-44543,-6.78
-44457,-7.15
-44370,-7.51
-44281,-7.47
-44193,-7.38
-44104,-7.39
-44018,-7.02
-43932,-7.01
-43846,-6.93
-43762,-6.55
-43677,-7.38
-43587,-7.94
-43497,-7.64
-43407,-7.91
-43315,-8.16
-43225,-7.4
-43139,-6.69
-43055,-6.72
-42972,-6.68
-42887,-7.04
-42800,-7.44
-42715,-6.55
-42634,-6.15
-42551,-7.13
-42463,-7.51
-42377,-6.97
-42292,-6.94
-42206,-7.27
-42120,-6.99
-42036,-6.72
-41952,-6.88
-41868,-6.94
-41785,-6.48
-41702,-6.6
-41619,-6.68
-41540,-5.47
-41464,-5.42
-41385,-6.45
-41304,-6.04
-41226,-5.5
-41150,-5.53
-41073,-5.8
-40994,-5.93
-40916,-5.88
-40837,-5.95
-40758,-6.13
-40679,-5.69
-40603,-5.43
-40527,-5.49
-40451,-5.4
-40374,-5.7
-40298,-5.3
-40225,-4.65
-40152,-4.99
-40077,-5.69
-40001,-5.27
-39927,-4.68
-39855,-4.81
-39782,-5.08
-39710,-4.53
-39638,-4.8
-39564,-5.48
-39489,-5.09
-39415,-5.02
-39342,-5.11
-39268,-5.19
-39191,-5.89
-39112,-6.59
-39031,-6.37
-38952,-5.74
-38875,-5.74
-38796,-6.46
-38714,-6.67
-38632,-6.56
-38551,-6.71
-38468,-6.91
-38386,-6.51
-38305,-6.31
-38223,-7.07
-38138,-7.21
-38054,-6.91
-37971,-6.96
-37889,-6.24
-37812,-5.48
-37735,-5.91
-37657,-6.13
-37579,-6.13
-37499,-6.24
-37420,-6.24
-37341,-6.16
-37263,-5.93
-37185,-5.93
-37107,-6.21
-37027,-6.56
-36946,-6.6
-36865,-6.64
-36783,-6.69
-36702,-6.73
-36619,-6.94
-36535,-7.18
-36451,-7.18
-36367,-7.09
-36284,-6.96
-36201,-6.8
-36120,-6.66
-36039,-6.43
-35959,-6.3
-35880,-6.45
-35799,-6.6
-35718,-6.88
-35637,-6.38
-35558,-5.97
-35479,-6.8
-35396,-7.2
-35313,-6.97
-35230,-6.9
-35148,-6.9
-35066,-6.76
-34985,-6.62
-34905,-6.32
-34827,-6.02
-34748,-6.65
-34666,-6.97
-34585,-6.67
-34502,-7.3
-34416,-7.7
-34331,-7.22
-34248,-7.03
-34166,-6.7
-34086,-6.4
-34007,-6.22
-33930,-5.77
-33855,-5.72
-33780,-5.62
-33705,-5.41
-33631,-5.65
-33556,-5.55
-33482,-5.37
-33409,-5.24
-33336,-5.39
-33261,-5.82
-33185,-5.9
-33108,-5.98
-33033,-5.52
-32960,-5.05
-32889,-4.82
-32818,-5.14
-32744,-5.7
-32669,-5.87
-32592,-6.15
-32515,-6.01
-32438,-6.08
-32360,-6.59
-32281,-6.25
-32202,-6.76
-32121,-6.88
-32041,-6.53
-31960,-7.17
-31877,-7.36
-31793,-7.17
-31711,-7.12
-31628,-7.31
-31544,-7.54
-31459,-7.44
-31376,-7.07
-31293,-7.34
-31209,-7.6
-31124,-7.6
-31039,-7.59
-30955,-7.29
-30871,-7.47
-30787,-7.47
-30705,-6.71
-30626,-6.62
-30546,-6.99
-30463,-7.49
-30380,-7.07
-30300,-6.61
-30219,-7.27
-30137,-7.09
-30056,-6.79
-29976,-6.74
-29896,-6.77
-29815,-7.14
-29733,-7.4
-29648,-7.93
-29560,-8.2
-29473,-8.03
-29387,-7.77
-29302,-7.65
-29216,-7.85
-29130,-8.05
-29043,-8
-28957,-7.95
-28871,-7.63
-28788,-7.3
-28705,-7.41
-28622,-7.52
-28538,-7.64
-28453,-7.75
-28368,-7.83
-28283,-7.62
-28201,-7.02
-28120,-7.14
-28036,-7.95
-27949,-8.3
-27861,-8.43
-27771,-8.58
-27682,-8.33
-27594,-8.37
-27505,-8.35
-27418,-8.05
-27332,-7.79
-27249,-7.52
-27166,-7.25
-27085,-6.98
-27006,-6.71
-26927,-6.71
-26848,-7.07
-26766,-7.42
-26683,-7.77
-26597,-8.12
-26510,-8.47
-26420,-8.82
-26331,-8.16
-26247,-7.49
-26163,-7.69
-26079,-7.9
-25993,-8.09
-25907,-8.27
-25819,-8.52
-25730,-8.66
-25641,-8.28
-25555,-7.84
-25470,-8.14
-25382,-8.62
-25293,-8.82
-25202,-9.02
-25110,-9.02
-25019,-8.64
-24933,-7.9
-24849,-7.56
-24766,-7.74
-24681,-8.09
-24595,-8.09
-24510,-8.05
-24425,-7.82
-24342,-7.55
-24261,-7.24
-24180,-7.16
-24099,-7.48
-24017,-7.47
-23936,-7.29
-23855,-7.26
-23776,-6.98
-23697,-7.05
-23615,-7.7
-23531,-8.13
-23445,-8.27
-23360,-7.89
-23277,-7.68
-23193,-7.83
-23109,-7.98
-23024,-8.14
-22941,-7.57
-22860,-7
-22781,-7.25
-22700,-7.5
-22619,-7.51
-22537,-7.53
-22453,-8.46
-22363,-9.39
-22272,-8.68
-22186,-7.87
-22102,-8.03
-22017,-8.26
-21931,-8.44
-21843,-8.63
-21755,-8.63
-21668,-8.63
-21581,-8.2
-21497,-7.76
-21412,-8.54
-21324,-9.01
-21234,-8.89
-21145,-8.8
-21057,-8.5
-20972,-7.92
-20888,-7.97
-20803,-8.59
-20716,-8.52
-20629,-8.45
-20543,-8.37
-20457,-8.3
-20371,-8.45
-20284,-8.82
-20196,-8.82
-20108,-8.41
-20023,-8.15
-19939,-8.12
-19854,-8.33
-19769,-8.24
-19686,-7.66
-19605,-7.36
-19525,-7.73
-19442,-8.09
-19358,-8
-19275,-7.91
-19192,-7.91
-19110,-7.93
-19026,-8.1
-18943,-8.12
-18859,-7.94
-18777,-7.87
-18694,-7.96
-18611,-8.04
-18528,-8.03
-18444,-8.08
-18361,-8.11
-18278,-7.82
-18197,-7.52
-18116,-7.84
-18035,-7.62
-17953,-7.99
-17868,-8.61
-17782,-8.52
-17696,-8.71
-17610,-8.45
-17525,-8.15
-17443,-7.7
-17362,-7.54
-17282,-7.81
-17199,-8.03
-17116,-8.26
-17032,-8.11
-16950,-7.63
-16870,-7.58
-16787,-8.46
-16701,-8.73
-16615,-8.43
-16530,-8.5
-16446,-7.97
-16365,-7.74
-16283,-7.89
-16201,-8.16
-16116,-8.63
-16031,-8.19
-15949,-7.75
-15868,-7.72
-15787,-7.82
-15706,-7.84
-15625,-7.78
-15544,-7.68
-15462,-8.27
-15379,-8.09
-15298,-7.45
-15219,-7.53
-15139,-7.6
-15058,-8.04
-14974,-8.51
-14889,-8.33
-14808,-7.49
-14729,-7.16
-14653,-6.97
-14577,-6.77
-14502,-6.74
-14426,-6.88
-14350,-6.88
-14275,-6.74
-14201,-6.34
-14128,-6.08
-14057,-5.75
-13987,-5.99
-13915,-6.19
-13845,-5.35
-13777,-5.29
-13708,-5.57
-13639,-5.44
-13570,-5.6
-13501,-5.71
-13432,-5.15
-13366,-4.74
-13300,-4.81
-13234,-5
-13167,-5.4
-13099,-5.32
-13032,-4.66
-12968,-4.44
-12904,-4.68
-12839,-4.52
-12775,-4.14
-12713,-3.92
-12651,-3.98
-12589,-4.34
-12526,-3.82
-12466,-3.64
-12404,-4.11
-12342,-3.85
-12281,-3.6
-12221,-3.34
-12163,-3.08
-12105,-2.83
-12048,-2.57
-11992,-2.32
-11938,-2.06
-11883,-2.24
-11828,-2.04
-11774,-2.19
-11718,-2.91
-11659,-3.27
-11600,-3.57
-11539,-4.02
-11476,-4.28
-11414,-3.67
-11355,-3.17
-11296,-3.17
-11237,-3.45
-11177,-3.72
-11116,-3.75
-11055,-3.85
-10994,-3.67
-10934,-3.5
-10874,-3.4
-10815,-3.24
-10755,-3.57
-10694,-3.91
-10632,-4.25
-10569,-4.25
-10507,-3.76
-10446,-3.61
-10385,-3.96
-10323,-4.18
-10261,-3.88
-10202,-2.9
-10144,-2.77
-10087,-3.09
-10029,-2.84
-9973,-2.19
-9918,-2.55
-9861,-2.85
-9805,-2.37
-9749,-2.2
-9695,-1.83
-9642,-1.61
-9590,-1.59
-9537,-1.57
-9485,-1.29
-9434,-1.22
-9383,-0.73
-9334,-0.27
-9286,-0.48
-9237,-0.18
-9191,0.81
-9146,0.74
-9100,0.09
-9053,0.02
-9005,-0.23
-8957,-0.12
-8910,-0.15
-8861,-0.62
-8812,-0.44
-8764,-0.26
-8715,-0.7
-8665,-0.96
-8614,-0.9
-8564,-0.79
-8515,-0.77
-8465,-0.76
-8415,-0.43
-8366,-0.97
-8315,-1.3
-8265,-0.18
-8218,0.52
-8172,0.31
-8124,-0.58
-8075,-0.47
-8027,-0.28
-7978,-0.65
-7929,-0.37
-7881,-0.36
-7831,-0.74
-7782,-0.85
-7732,-0.8
-7682,-0.46
-7635,0.51
-7589,0.43
-7542,-0.16
-7494,-0.16
-7445,-0.7
-7396,-0.82
-7346,-0.39
-7298,0.03
-7252,0.26
-7204,-0.13
-7156,-0.51
-7107,-0.6
-7058,-0.41
-7009,-0.48
-6960,-0.88
-6910,-0.54
-6861,-0.53
-6811,-0.81
-6763,0.13
-6716,0.34
-6668,-0.56
-6619,-0.73
-6569,-0.68
-6520,-0.65
-6471,-0.52
-6422,-0.26
-6374,-0.21
-6325,-0.55
-6276,-0.78
-6226,-0.87
-6178,0.59
-6135,2.06
-6091,0.3
-6043,-0.64
-5994,-0.54
-5944,-0.69
-5894,-0.93
-5844,-0.9
-5794,-0.57
-5745,-0.72
-5697,-0.04
-5649,0.02
-5602,-0.02
-5555,0.48
-5509,-0.03
-5462,0.02
-5413,-0.58
-5364,-0.81
-5315,-0.29
-5267,-0.11
-5220,-0.04
